"subRegion","x","param","value","units","aggregate","scenario","class"
"Belize",3,"cases",0,"Cases Per Million","sum","COVID","all"
"Belize",4,"cases",14.82,"Cases Per Million","sum","COVID","all"
"Belize",5,"cases",59.273,"Cases Per Million","sum","COVID","all"
"Belize",6,"cases",2368.399,"Cases Per Million","sum","COVID","all"
"Belize",7,"cases",2432.607,"Cases Per Million","sum","COVID","all"
"Belize",8,"cases",3692.133,"Cases Per Million","sum","COVID","all"
"Belize",9,"cases",5845.67,"Cases Per Million","sum","COVID","all"
"Belize",10,"cases",12155.638,"Cases Per Million","sum","COVID","all"
"Belize",11,"cases",2795.647,"Cases Per Million","sum","COVID","all"
"Belize",12,"cases",950.82,"Cases Per Million","sum","COVID","all"
"Belize",13,"cases",402.558,"Cases Per Million","sum","COVID","all"
"Belize",14,"cases",523.568,"Cases Per Million","sum","COVID","all"
"Belize",15,"cases",348.221,"Cases Per Million","sum","COVID","all"
"Belize",16,"cases",1091.591,"Cases Per Million","sum","COVID","all"
"Belize",17,"cases",2252.323,"Cases Per Million","sum","COVID","all"
"Belize",18,"cases",5408.541,"Cases Per Million","sum","COVID","all"
"Belize",19,"cases",10985.024,"Cases Per Million","sum","COVID","all"
"Belize",20,"cases",14810.514,"Cases Per Million","sum","COVID","all"
"Belize",21,"cases",8972.254,"Cases Per Million","sum","COVID","all"
"Belize",22,"cases",1486.731,"Cases Per Million","sum","COVID","all"
"Benin",1,"cases",0.722,"Cases Per Million","sum","COVID","all"
"Benin",2,"cases",4.417,"Cases Per Million","sum","COVID","all"
"Benin",3,"cases",13.494,"Cases Per Million","sum","COVID","all"
"Benin",4,"cases",77.662,"Cases Per Million","sum","COVID","all"
"Benin",5,"cases",48.671,"Cases Per Million","sum","COVID","all"
"Benin",6,"cases",27.305,"Cases Per Million","sum","COVID","all"
"Benin",7,"cases",17.026,"Cases Per Million","sum","COVID","all"
"Benin",8,"cases",22.97,"Cases Per Million","sum","COVID","all"
"Benin",9,"cases",29.878,"Cases Per Million","sum","COVID","all"
"Benin",10,"cases",18.955,"Cases Per Million","sum","COVID","all"
"Benin",11,"cases",51.563,"Cases Per Million","sum","COVID","all"
"Benin",12,"cases",123.765,"Cases Per Million","sum","COVID","all"
"Benin",13,"cases",133.804,"Cases Per Million","sum","COVID","all"
"Benin",14,"cases",57.907,"Cases Per Million","sum","COVID","all"
"Benin",15,"cases",19.034,"Cases Per Million","sum","COVID","all"
"Benin",16,"cases",11.324,"Cases Per Million","sum","COVID","all"
"Benin",17,"cases",15.661,"Cases Per Million","sum","COVID","all"
"Benin",18,"cases",399.324,"Cases Per Million","sum","COVID","all"
"Benin",19,"cases",845.23,"Cases Per Million","sum","COVID","all"
"Benin",20,"cases",68.99,"Cases Per Million","sum","COVID","all"
"Benin",21,"cases",8.111,"Cases Per Million","sum","COVID","all"
"Benin",22,"cases",3.775,"Cases Per Million","sum","COVID","all"
"Bhutan",1,"cases",5.128,"Cases Per Million","sum","COVID","all"
"Bhutan",2,"cases",3.846,"Cases Per Million","sum","COVID","all"
"Bhutan",3,"cases",46.159,"Cases Per Million","sum","COVID","all"
"Bhutan",4,"cases",43.594,"Cases Per Million","sum","COVID","all"
"Bhutan",5,"cases",30.77,"Cases Per Million","sum","COVID","all"
"Bhutan",6,"cases",158.992,"Cases Per Million","sum","COVID","all"
"Bhutan",7,"cases",73.085,"Cases Per Million","sum","COVID","all"
"Bhutan",8,"cases",85.907,"Cases Per Million","sum","COVID","all"
"Bhutan",9,"cases",78.213,"Cases Per Million","sum","COVID","all"
"Bhutan",10,"cases",333.375,"Cases Per Million","sum","COVID","all"
"Bhutan",11,"cases",242.338,"Cases Per Million","sum","COVID","all"
"Bhutan",12,"cases",10.256,"Cases Per Million","sum","COVID","all"
"Bhutan",13,"cases",7.692,"Cases Per Million","sum","COVID","all"
"Bhutan",14,"cases",257.725,"Cases Per Million","sum","COVID","all"
"Bhutan",15,"cases",700.092,"Cases Per Million","sum","COVID","all"
"Bhutan",16,"cases",615.464,"Cases Per Million","sum","COVID","all"
"Bhutan",17,"cases",532.119,"Cases Per Million","sum","COVID","all"
"Bhutan",18,"cases",103.858,"Cases Per Million","sum","COVID","all"
"Bhutan",19,"cases",6.41,"Cases Per Million","sum","COVID","all"
"Bhutan",20,"cases",25.644,"Cases Per Million","sum","COVID","all"
"Bhutan",21,"cases",24.361,"Cases Per Million","sum","COVID","all"
"Bhutan",22,"cases",11.539,"Cases Per Million","sum","COVID","all"
"Bolivia",1,"cases",9.047,"Cases Per Million","sum","COVID","all"
"Bolivia",2,"cases",89.581,"Cases Per Million","sum","COVID","all"
"Bolivia",3,"cases",744.954,"Cases Per Million","sum","COVID","all"
"Bolivia",4,"cases",1963.756,"Cases Per Million","sum","COVID","all"
"Bolivia",5,"cases",3682.094,"Cases Per Million","sum","COVID","all"
"Bolivia",6,"cases",3364.256,"Cases Per Million","sum","COVID","all"
"Bolivia",7,"cases",1581.433,"Cases Per Million","sum","COVID","all"
"Bolivia",8,"cases",544.75,"Cases Per Million","sum","COVID","all"
"Bolivia",9,"cases",249.39,"Cases Per Million","sum","COVID","all"
"Bolivia",10,"cases",1302.804,"Cases Per Million","sum","COVID","all"
"Bolivia",11,"cases",4792.638,"Cases Per Million","sum","COVID","all"
"Bolivia",12,"cases",2719.104,"Cases Per Million","sum","COVID","all"
"Bolivia",13,"cases",1977.618,"Cases Per Million","sum","COVID","all"
"Bolivia",14,"cases",2646.935,"Cases Per Million","sum","COVID","all"
"Bolivia",15,"cases",5708.388,"Cases Per Million","sum","COVID","all"
"Bolivia",16,"cases",5775.827,"Cases Per Million","sum","COVID","all"
"Bolivia",17,"cases",2863.363,"Cases Per Million","sum","COVID","all"
"Bolivia",18,"cases",1468.19,"Cases Per Million","sum","COVID","all"
"Bolivia",19,"cases",808.42,"Cases Per Million","sum","COVID","all"
"Bolivia",20,"cases",1110.376,"Cases Per Million","sum","COVID","all"
"Bolivia",21,"cases",2026.126,"Cases Per Million","sum","COVID","all"
"Bolivia",22,"cases",1314.046,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",1,"cases",128.698,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",2,"cases",409.687,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",3,"cases",230.735,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",4,"cases",595.381,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",5,"cases",2274.58,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",6,"cases",2478.351,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",7,"cases",2299.704,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",8,"cases",6931.601,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",9,"cases",11586.173,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",10,"cases",7073.475,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",11,"cases",3221.123,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",12,"cases",2905.506,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",13,"cases",11842.344,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",14,"cases",8835.717,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",15,"cases",1700.955,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",16,"cases",309.487,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",17,"cases",193.965,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",18,"cases",2512.06,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",19,"cases",6410.989,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",20,"cases",5510.41,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",21,"cases",6835.383,"Cases Per Million","sum","COVID","all"
"Bosnia and Herz.",22,"cases",2095.323,"Cases Per Million","sum","COVID","all"
"Botswana",1,"cases",1.668,"Cases Per Million","sum","COVID","all"
"Botswana",2,"cases",7.925,"Cases Per Million","sum","COVID","all"
"Botswana",3,"cases",5.006,"Cases Per Million","sum","COVID","all"
"Botswana",4,"cases",80.091,"Cases Per Million","sum","COVID","all"
"Botswana",5,"cases",240.693,"Cases Per Million","sum","COVID","all"
"Botswana",6,"cases",345.814,"Cases Per Million","sum","COVID","all"
"Botswana",7,"cases",641.988,"Cases Per Million","sum","COVID","all"
"Botswana",8,"cases",1447.498,"Cases Per Million","sum","COVID","all"
"Botswana",9,"cases",1710.301,"Cases Per Million","sum","COVID","all"
"Botswana",10,"cases",1694.865,"Cases Per Million","sum","COVID","all"
"Botswana",11,"cases",2706.445,"Cases Per Million","sum","COVID","all"
"Botswana",12,"cases",2952.562,"Cases Per Million","sum","COVID","all"
"Botswana",13,"cases",4787.589,"Cases Per Million","sum","COVID","all"
"Botswana",14,"cases",2955.9,"Cases Per Million","sum","COVID","all"
"Botswana",15,"cases",3353.439,"Cases Per Million","sum","COVID","all"
"Botswana",16,"cases",6134.972,"Cases Per Million","sum","COVID","all"
"Botswana",17,"cases",15438.587,"Cases Per Million","sum","COVID","all"
"Botswana",18,"cases",20956.183,"Cases Per Million","sum","COVID","all"
"Botswana",19,"cases",9299.445,"Cases Per Million","sum","COVID","all"
"Botswana",20,"cases",3076.037,"Cases Per Million","sum","COVID","all"
"Botswana",21,"cases",3534.899,"Cases Per Million","sum","COVID","all"
"Botswana",22,"cases",426.324,"Cases Per Million","sum","COVID","all"
"Brazil",1,"cases",0.01,"Cases Per Million","sum","COVID","all"
"Brazil",2,"cases",26.705,"Cases Per Million","sum","COVID","all"
"Brazil",3,"cases",380.712,"Cases Per Million","sum","COVID","all"
"Brazil",4,"cases",1998.485,"Cases Per Million","sum","COVID","all"
"Brazil",5,"cases",4145.889,"Cases Per Million","sum","COVID","all"
"Brazil",6,"cases",5890.106,"Cases Per Million","sum","COVID","all"
"Brazil",7,"cases",5821.615,"Cases Per Million","sum","COVID","all"
"Brazil",8,"cases",4218.178,"Cases Per Million","sum","COVID","all"
"Brazil",9,"cases",3386.41,"Cases Per Million","sum","COVID","all"
"Brazil",10,"cases",3739.712,"Cases Per Million","sum","COVID","all"
"Brazil",11,"cases",6262.318,"Cases Per Million","sum","COVID","all"
"Brazil",12,"cases",7143.947,"Cases Per Million","sum","COVID","all"
"Brazil",13,"cases",6292.385,"Cases Per Million","sum","COVID","all"
"Brazil",14,"cases",10268.949,"Cases Per Million","sum","COVID","all"
"Brazil",15,"cases",8926.739,"Cases Per Million","sum","COVID","all"
"Brazil",16,"cases",8815.894,"Cases Per Million","sum","COVID","all"
"Brazil",17,"cases",9400.225,"Cases Per Million","sum","COVID","all"
"Brazil",18,"cases",6358.672,"Cases Per Million","sum","COVID","all"
"Brazil",19,"cases",4014.211,"Cases Per Million","sum","COVID","all"
"Brazil",20,"cases",NA,"Cases Per Million","sum","COVID","all"
"Brazil",21,"cases",1793.427,"Cases Per Million","sum","COVID","all"
"Brazil",22,"cases",1325.29,"Cases Per Million","sum","COVID","all"
"Brazil",23,"cases",385.991,"Cases Per Million","sum","COVID","all"
"Brunei",1,"cases",292.165,"Cases Per Million","sum","COVID","all"
"Brunei",2,"cases",20.385,"Cases Per Million","sum","COVID","all"
"Brunei",3,"cases",6.795,"Cases Per Million","sum","COVID","all"
"Brunei",4,"cases",0,"Cases Per Million","sum","COVID","all"
"Brunei",5,"cases",0,"Cases Per Million","sum","COVID","all"
"Brunei",6,"cases",6.795,"Cases Per Million","sum","COVID","all"
"Brunei",7,"cases",4.53,"Cases Per Million","sum","COVID","all"
"Brunei",8,"cases",4.53,"Cases Per Million","sum","COVID","all"
"Brunei",9,"cases",4.53,"Cases Per Million","sum","COVID","all"
"Brunei",10,"cases",15.854,"Cases Per Million","sum","COVID","all"
"Brunei",11,"cases",52.092,"Cases Per Million","sum","COVID","all"
"Brunei",12,"cases",13.59,"Cases Per Million","sum","COVID","all"
"Brunei",13,"cases",58.889,"Cases Per Million","sum","COVID","all"
"Brunei",14,"cases",27.18,"Cases Per Million","sum","COVID","all"
"Brunei",15,"cases",40.769,"Cases Per Million","sum","COVID","all"
"Brunei",16,"cases",40.769,"Cases Per Million","sum","COVID","all"
"Brunei",17,"cases",174.395,"Cases Per Million","sum","COVID","all"
"Brunei",18,"cases",5379.001,"Cases Per Million","sum","COVID","all"
"Brunei",19,"cases",9974.365,"Cases Per Million","sum","COVID","all"
"Brunei",20,"cases",13620.757,"Cases Per Million","sum","COVID","all"
"Brunei",21,"cases",4366.616,"Cases Per Million","sum","COVID","all"
"Brunei",22,"cases",688.513,"Cases Per Million","sum","COVID","all"
"Bulgaria",1,"cases",57.855,"Cases Per Million","sum","COVID","all"
"Bulgaria",2,"cases",160.515,"Cases Per Million","sum","COVID","all"
"Bulgaria",3,"cases",146.015,"Cases Per Million","sum","COVID","all"
"Bulgaria",4,"cases",359.02,"Cases Per Million","sum","COVID","all"
"Bulgaria",5,"cases",971.63,"Cases Per Million","sum","COVID","all"
"Bulgaria",6,"cases",663.516,"Cases Per Million","sum","COVID","all"
"Bulgaria",7,"cases",662.211,"Cases Per Million","sum","COVID","all"
"Bulgaria",8,"cases",4641.527,"Cases Per Million","sum","COVID","all"
"Bulgaria",9,"cases",13405.919,"Cases Per Million","sum","COVID","all"
"Bulgaria",10,"cases",8259.944,"Cases Per Million","sum","COVID","all"
"Bulgaria",11,"cases",2389.854,"Cases Per Million","sum","COVID","all"
"Bulgaria",12,"cases",4101.99,"Cases Per Million","sum","COVID","all"
"Bulgaria",13,"cases",13861.065,"Cases Per Million","sum","COVID","all"
"Bulgaria",14,"cases",8953.182,"Cases Per Million","sum","COVID","all"
"Bulgaria",15,"cases",2058.535,"Cases Per Million","sum","COVID","all"
"Bulgaria",16,"cases",471.539,"Cases Per Million","sum","COVID","all"
"Bulgaria",17,"cases",467.623,"Cases Per Million","sum","COVID","all"
"Bulgaria",18,"cases",4449.693,"Cases Per Million","sum","COVID","all"
"Bulgaria",19,"cases",6730.799,"Cases Per Million","sum","COVID","all"
"Bulgaria",20,"cases",14547.633,"Cases Per Million","sum","COVID","all"
"Bulgaria",21,"cases",13421.723,"Cases Per Million","sum","COVID","all"
"Bulgaria",22,"cases",2846.452,"Cases Per Million","sum","COVID","all"
"Burkina Faso",1,"cases",12.144,"Cases Per Million","sum","COVID","all"
"Burkina Faso",2,"cases",17.866,"Cases Per Million","sum","COVID","all"
"Burkina Faso",3,"cases",9.398,"Cases Per Million","sum","COVID","all"
"Burkina Faso",4,"cases",5.355,"Cases Per Million","sum","COVID","all"
"Burkina Faso",5,"cases",6.705,"Cases Per Million","sum","COVID","all"
"Burkina Faso",6,"cases",12.19,"Cases Per Million","sum","COVID","all"
"Burkina Faso",7,"cases",32.006,"Cases Per Million","sum","COVID","all"
"Burkina Faso",8,"cases",20.658,"Cases Per Million","sum","COVID","all"
"Burkina Faso",9,"cases",17.958,"Cases Per Million","sum","COVID","all"
"Burkina Faso",10,"cases",177.744,"Cases Per Million","sum","COVID","all"
"Burkina Faso",11,"cases",184.908,"Cases Per Million","sum","COVID","all"
"Burkina Faso",12,"cases",60.474,"Cases Per Million","sum","COVID","all"
"Burkina Faso",13,"cases",34.19,"Cases Per Million","sum","COVID","all"
"Burkina Faso",14,"cases",27.587,"Cases Per Million","sum","COVID","all"
"Burkina Faso",15,"cases",5.773,"Cases Per Million","sum","COVID","all"
"Burkina Faso",16,"cases",2.099,"Cases Per Million","sum","COVID","all"
"Burkina Faso",17,"cases",4.376,"Cases Per Million","sum","COVID","all"
"Burkina Faso",18,"cases",9.493,"Cases Per Million","sum","COVID","all"
"Burkina Faso",19,"cases",21.677,"Cases Per Million","sum","COVID","all"
"Burkina Faso",20,"cases",25.587,"Cases Per Million","sum","COVID","all"
"Burkina Faso",21,"cases",56.148,"Cases Per Million","sum","COVID","all"
"Burkina Faso",22,"cases",15.537,"Cases Per Million","sum","COVID","all"
"Burundi",1,"cases",0.163,"Cases Per Million","sum","COVID","all"
"Burundi",2,"cases",0.735,"Cases Per Million","sum","COVID","all"
"Burundi",3,"cases",4.243,"Cases Per Million","sum","COVID","all"
"Burundi",4,"cases",8.731,"Cases Per Million","sum","COVID","all"
"Burundi",5,"cases",17.707,"Cases Per Million","sum","COVID","all"
"Burundi",6,"cases",4.735,"Cases Per Million","sum","COVID","all"
"Burundi",7,"cases",5.141,"Cases Per Million","sum","COVID","all"
"Burundi",8,"cases",6.285,"Cases Per Million","sum","COVID","all"
"Burundi",9,"cases",8.405,"Cases Per Million","sum","COVID","all"
"Burundi",10,"cases",10.61,"Cases Per Million","sum","COVID","all"
"Burundi",11,"cases",66.417,"Cases Per Million","sum","COVID","all"
"Burundi",12,"cases",47.085,"Cases Per Million","sum","COVID","all"
"Burundi",13,"cases",49.042,"Cases Per Million","sum","COVID","all"
"Burundi",14,"cases",96.692,"Cases Per Million","sum","COVID","all"
"Burundi",15,"cases",64.87,"Cases Per Million","sum","COVID","all"
"Burundi",16,"cases",54.018,"Cases Per Million","sum","COVID","all"
"Burundi",17,"cases",132.839,"Cases Per Million","sum","COVID","all"
"Burundi",18,"cases",400.967,"Cases Per Million","sum","COVID","all"
"Burundi",19,"cases",467.875,"Cases Per Million","sum","COVID","all"
"Burundi",20,"cases",188.569,"Cases Per Million","sum","COVID","all"
"Burundi",21,"cases",30.682,"Cases Per Million","sum","COVID","all"
"Burundi",22,"cases",38.431,"Cases Per Million","sum","COVID","all"
"Cabo Verde",1,"cases",10.679,"Cases Per Million","sum","COVID","all"
"Cabo Verde",2,"cases",204.662,"Cases Per Million","sum","COVID","all"
"Cabo Verde",3,"cases",558.816,"Cases Per Million","sum","COVID","all"
"Cabo Verde",4,"cases",1409.5,"Cases Per Million","sum","COVID","all"
"Cabo Verde",5,"cases",2178.318,"Cases Per Million","sum","COVID","all"
"Cabo Verde",6,"cases",2550.271,"Cases Per Million","sum","COVID","all"
"Cabo Verde",7,"cases",3808.497,"Cases Per Million","sum","COVID","all"
"Cabo Verde",8,"cases",4927.914,"Cases Per Million","sum","COVID","all"
"Cabo Verde",9,"cases",3502.396,"Cases Per Million","sum","COVID","all"
"Cabo Verde",10,"cases",1920.268,"Cases Per Million","sum","COVID","all"
"Cabo Verde",11,"cases",3968.671,"Cases Per Million","sum","COVID","all"
"Cabo Verde",12,"cases",2366.964,"Cases Per Million","sum","COVID","all"
"Cabo Verde",13,"cases",3683.921,"Cases Per Million","sum","COVID","all"
"Cabo Verde",14,"cases",11411.264,"Cases Per Million","sum","COVID","all"
"Cabo Verde",15,"cases",11669.315,"Cases Per Million","sum","COVID","all"
"Cabo Verde",16,"cases",3591.38,"Cases Per Million","sum","COVID","all"
