scenario,region,subRegion,param,class,x,units,aggregate,value
Scenario 3,KS,KS,Ag Production (Mt),Wheat,2025,Ag Production (Mt),sum,1325.993228
Scenario 3,KS,KS,Ag Production (Mt),Wheat,2050,Ag Production (Mt),sum,1937.760703
Scenario 3,KS,KS,Ag Production (Mt),Wheat,2075,Ag Production (Mt),sum,1621.806815
Scenario 3,KS,KS,Ag Production (Mt),Wheat,2100,Ag Production (Mt),sum,2956.809533
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),biomass,2015,Electricity Generation by Fuel (TWh),sum,1139.472408
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),biomass,2025,Electricity Generation by Fuel (TWh),sum,2438.522979
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),biomass,2050,Electricity Generation by Fuel (TWh),sum,970.5488449
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),biomass,2075,Electricity Generation by Fuel (TWh),sum,1136.152859
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),biomass,2100,Electricity Generation by Fuel (TWh),sum,1874.269763
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),coal,2015,Electricity Generation by Fuel (TWh),sum,1850.95617
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),coal,2025,Electricity Generation by Fuel (TWh),sum,1298.807923
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),coal,2050,Electricity Generation by Fuel (TWh),sum,2548.976066
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),coal,2075,Electricity Generation by Fuel (TWh),sum,2197.768209
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),coal,2100,Electricity Generation by Fuel (TWh),sum,1498.671125
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),gas,2015,Electricity Generation by Fuel (TWh),sum,2277.696565
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),gas,2025,Electricity Generation by Fuel (TWh),sum,1401.697801
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),gas,2050,Electricity Generation by Fuel (TWh),sum,1235.204781
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),gas,2075,Electricity Generation by Fuel (TWh),sum,1708.889118
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),gas,2100,Electricity Generation by Fuel (TWh),sum,2831.092692
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),geothermal,2015,Electricity Generation by Fuel (TWh),sum,1616.11171
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),geothermal,2025,Electricity Generation by Fuel (TWh),sum,1435.535557
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),geothermal,2050,Electricity Generation by Fuel (TWh),sum,1498.175544
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),geothermal,2075,Electricity Generation by Fuel (TWh),sum,3519.144294
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),geothermal,2100,Electricity Generation by Fuel (TWh),sum,1716.430006
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),hydro,2015,Electricity Generation by Fuel (TWh),sum,2435.941291
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),hydro,2025,Electricity Generation by Fuel (TWh),sum,1563.010224
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),hydro,2050,Electricity Generation by Fuel (TWh),sum,1876.257214
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),hydro,2075,Electricity Generation by Fuel (TWh),sum,2602.117128
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),hydro,2100,Electricity Generation by Fuel (TWh),sum,1344.466753
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),nuclear,2025,Electricity Generation by Fuel (TWh),sum,3001.605488
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),nuclear,2050,Electricity Generation by Fuel (TWh),sum,1043.651768
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),nuclear,2075,Electricity Generation by Fuel (TWh),sum,2874.092984
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),nuclear,2100,Electricity Generation by Fuel (TWh),sum,1625.325328
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),refined liquids,2015,Electricity Generation by Fuel (TWh),sum,1933.740157
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),refined liquids,2025,Electricity Generation by Fuel (TWh),sum,1022.641185
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),refined liquids,2050,Electricity Generation by Fuel (TWh),sum,3545.067185
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),refined liquids,2075,Electricity Generation by Fuel (TWh),sum,1705.219467
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),refined liquids,2100,Electricity Generation by Fuel (TWh),sum,1889.384958
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),solar,2015,Electricity Generation by Fuel (TWh),sum,3655.08894
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),solar,2025,Electricity Generation by Fuel (TWh),sum,1084.319086
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),solar,2050,Electricity Generation by Fuel (TWh),sum,3123.041823
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),solar,2075,Electricity Generation by Fuel (TWh),sum,4139.617574
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),solar,2100,Electricity Generation by Fuel (TWh),sum,2283.181347
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),wind,2015,Electricity Generation by Fuel (TWh),sum,1468.203448
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),wind,2025,Electricity Generation by Fuel (TWh),sum,2043.797614
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),wind,2050,Electricity Generation by Fuel (TWh),sum,1522.031445
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),wind,2075,Electricity Generation by Fuel (TWh),sum,2414.442543
Scenario 1,CA,CA,Electricity Generation by Fuel (TWh),wind,2100,Electricity Generation by Fuel (TWh),sum,1541.783446
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),agriculture,2015,Water Withdrawal by Sector (km3),sum,1130.706271
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),agriculture,2025,Water Withdrawal by Sector (km3),sum,2668.178636
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),agriculture,2050,Water Withdrawal by Sector (km3),sum,1544.585171
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),agriculture,2075,Water Withdrawal by Sector (km3),sum,2289.192599
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),agriculture,2100,Water Withdrawal by Sector (km3),sum,1062.863719
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),desalination,2015,Water Withdrawal by Sector (km3),sum,1128.714601
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),desalination,2025,Water Withdrawal by Sector (km3),sum,1025.82953
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),desalination,2050,Water Withdrawal by Sector (km3),sum,2294.7509
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),desalination,2075,Water Withdrawal by Sector (km3),sum,1042.157795
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),desalination,2100,Water Withdrawal by Sector (km3),sum,2238.161146
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),electricity,2015,Water Withdrawal by Sector (km3),sum,1721.335774
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),electricity,2025,Water Withdrawal by Sector (km3),sum,2272.883859
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),electricity,2050,Water Withdrawal by Sector (km3),sum,1367.266924
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),electricity,2075,Water Withdrawal by Sector (km3),sum,1833.589753
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),electricity,2100,Water Withdrawal by Sector (km3),sum,2777.025212
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),industry,2015,Water Withdrawal by Sector (km3),sum,1456.919128
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),industry,2025,Water Withdrawal by Sector (km3),sum,1348.104499
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),industry,2050,Water Withdrawal by Sector (km3),sum,1789.432221
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),industry,2075,Water Withdrawal by Sector (km3),sum,2083.296963
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),industry,2100,Water Withdrawal by Sector (km3),sum,1258.28658
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),livestock,2015,Water Withdrawal by Sector (km3),sum,1493.100382
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),livestock,2025,Water Withdrawal by Sector (km3),sum,1239.074788
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),livestock,2050,Water Withdrawal by Sector (km3),sum,2925.262753
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),livestock,2075,Water Withdrawal by Sector (km3),sum,3336.202608
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),livestock,2100,Water Withdrawal by Sector (km3),sum,2134.815226
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),mining,2015,Water Withdrawal by Sector (km3),sum,690.9693345
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),mining,2025,Water Withdrawal by Sector (km3),sum,1083.740028
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),mining,2050,Water Withdrawal by Sector (km3),sum,1228.307675
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),mining,2075,Water Withdrawal by Sector (km3),sum,1083.781573
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),mining,2100,Water Withdrawal by Sector (km3),sum,789.4102197
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),municipal,2015,Water Withdrawal by Sector (km3),sum,2625.599387
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),municipal,2025,Water Withdrawal by Sector (km3),sum,1312.334079
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),municipal,2050,Water Withdrawal by Sector (km3),sum,1956.48373
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),municipal,2075,Water Withdrawal by Sector (km3),sum,4006.520626
Scenario 1,CA,CA,Water Withdrawal by Sector (km3),municipal,2100,Water Withdrawal by Sector (km3),sum,3596.896885
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),biomass,2015,Electricity Generation by Fuel (TWh),sum,2855.536925
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),biomass,2025,Electricity Generation by Fuel (TWh),sum,1836.600167
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),biomass,2050,Electricity Generation by Fuel (TWh),sum,3109.606213
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),biomass,2075,Electricity Generation by Fuel (TWh),sum,2331.836347
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),biomass,2100,Electricity Generation by Fuel (TWh),sum,1831.036877
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),coal,2015,Electricity Generation by Fuel (TWh),sum,2349.573109
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),coal,2025,Electricity Generation by Fuel (TWh),sum,1701.52991
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),coal,2050,Electricity Generation by Fuel (TWh),sum,793.8007025
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),coal,2075,Electricity Generation by Fuel (TWh),sum,1311.66692
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),coal,2100,Electricity Generation by Fuel (TWh),sum,1521.436949
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),gas,2015,Electricity Generation by Fuel (TWh),sum,3217.224728
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),gas,2025,Electricity Generation by Fuel (TWh),sum,944.1345312
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),gas,2050,Electricity Generation by Fuel (TWh),sum,2046.084479
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),gas,2075,Electricity Generation by Fuel (TWh),sum,1083.888027
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),gas,2100,Electricity Generation by Fuel (TWh),sum,1515.899122
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),geothermal,2015,Electricity Generation by Fuel (TWh),sum,1845.649937
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),geothermal,2025,Electricity Generation by Fuel (TWh),sum,2062.522857
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),geothermal,2050,Electricity Generation by Fuel (TWh),sum,1030.099933
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),geothermal,2075,Electricity Generation by Fuel (TWh),sum,1195.113307
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),geothermal,2100,Electricity Generation by Fuel (TWh),sum,1314.194811
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),hydro,2015,Electricity Generation by Fuel (TWh),sum,3540.444296
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),hydro,2025,Electricity Generation by Fuel (TWh),sum,1524.000716
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),hydro,2050,Electricity Generation by Fuel (TWh),sum,1643.346741
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),hydro,2075,Electricity Generation by Fuel (TWh),sum,2430.050446
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),hydro,2100,Electricity Generation by Fuel (TWh),sum,2858.818851
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),nuclear,2025,Electricity Generation by Fuel (TWh),sum,1189.780233
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),nuclear,2050,Electricity Generation by Fuel (TWh),sum,1621.614878
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),nuclear,2075,Electricity Generation by Fuel (TWh),sum,1927.80076
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),nuclear,2100,Electricity Generation by Fuel (TWh),sum,2099.651266
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),refined liquids,2015,Electricity Generation by Fuel (TWh),sum,1896.127469
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),refined liquids,2025,Electricity Generation by Fuel (TWh),sum,1469.364363
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),refined liquids,2050,Electricity Generation by Fuel (TWh),sum,2675.42756
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),refined liquids,2075,Electricity Generation by Fuel (TWh),sum,2532.103404
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),refined liquids,2100,Electricity Generation by Fuel (TWh),sum,2332.81308
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),solar,2015,Electricity Generation by Fuel (TWh),sum,3343.811778
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),solar,2025,Electricity Generation by Fuel (TWh),sum,1808.0547
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),solar,2050,Electricity Generation by Fuel (TWh),sum,3704.661249
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),solar,2075,Electricity Generation by Fuel (TWh),sum,2006.739935
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),solar,2100,Electricity Generation by Fuel (TWh),sum,1320.096958
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),wind,2015,Electricity Generation by Fuel (TWh),sum,2767.048879
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),wind,2025,Electricity Generation by Fuel (TWh),sum,875.8568434
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),wind,2050,Electricity Generation by Fuel (TWh),sum,672.1225756
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),wind,2075,Electricity Generation by Fuel (TWh),sum,1832.228624
Scenario 2,CA,CA,Electricity Generation by Fuel (TWh),wind,2100,Electricity Generation by Fuel (TWh),sum,1559.791337
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),agriculture,2015,Water Withdrawal by Sector (km3),sum,2089.079072
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),agriculture,2025,Water Withdrawal by Sector (km3),sum,1414.955023
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),agriculture,2050,Water Withdrawal by Sector (km3),sum,1491.29478
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),agriculture,2075,Water Withdrawal by Sector (km3),sum,1856.452002
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),agriculture,2100,Water Withdrawal by Sector (km3),sum,2789.177934
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),desalination,2015,Water Withdrawal by Sector (km3),sum,2187.527967
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),desalination,2025,Water Withdrawal by Sector (km3),sum,1233.851975
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),desalination,2050,Water Withdrawal by Sector (km3),sum,1006.097424
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),desalination,2075,Water Withdrawal by Sector (km3),sum,1572.636325
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),desalination,2100,Water Withdrawal by Sector (km3),sum,2523.937109
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),electricity,2015,Water Withdrawal by Sector (km3),sum,3815.208195
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),electricity,2025,Water Withdrawal by Sector (km3),sum,2986.622118
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),electricity,2050,Water Withdrawal by Sector (km3),sum,1168.079379
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),electricity,2075,Water Withdrawal by Sector (km3),sum,1724.871385
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),electricity,2100,Water Withdrawal by Sector (km3),sum,3929.947658
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),industry,2015,Water Withdrawal by Sector (km3),sum,1332.606664
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),industry,2025,Water Withdrawal by Sector (km3),sum,3492.660711
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),industry,2050,Water Withdrawal by Sector (km3),sum,1717.746546
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),industry,2075,Water Withdrawal by Sector (km3),sum,992.3099223
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),industry,2100,Water Withdrawal by Sector (km3),sum,2164.962543
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),livestock,2015,Water Withdrawal by Sector (km3),sum,1464.231023
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),livestock,2025,Water Withdrawal by Sector (km3),sum,871.2152621
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),livestock,2050,Water Withdrawal by Sector (km3),sum,700.8893605
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),livestock,2075,Water Withdrawal by Sector (km3),sum,2478.994357
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),livestock,2100,Water Withdrawal by Sector (km3),sum,1979.489966
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),mining,2015,Water Withdrawal by Sector (km3),sum,1435.732131
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),mining,2025,Water Withdrawal by Sector (km3),sum,2317.195154
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),mining,2050,Water Withdrawal by Sector (km3),sum,1023.81889
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),mining,2075,Water Withdrawal by Sector (km3),sum,3545.097621
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),mining,2100,Water Withdrawal by Sector (km3),sum,3136.06116
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),municipal,2015,Water Withdrawal by Sector (km3),sum,1696.15712
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),municipal,2025,Water Withdrawal by Sector (km3),sum,2360.396604
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),municipal,2050,Water Withdrawal by Sector (km3),sum,2324.267849
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),municipal,2075,Water Withdrawal by Sector (km3),sum,1482.384117
Scenario 2,CA,CA,Water Withdrawal by Sector (km3),municipal,2100,Water Withdrawal by Sector (km3),sum,2690.516967
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),biomass,2015,Electricity Generation by Fuel (TWh),sum,810.727349
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),biomass,2025,Electricity Generation by Fuel (TWh),sum,2451.741557
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),biomass,2050,Electricity Generation by Fuel (TWh),sum,2213.738198
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),biomass,2075,Electricity Generation by Fuel (TWh),sum,4006.992299
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),biomass,2100,Electricity Generation by Fuel (TWh),sum,2633.047497
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),coal,2015,Electricity Generation by Fuel (TWh),sum,1057.025976
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),coal,2025,Electricity Generation by Fuel (TWh),sum,2418.59948
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),coal,2050,Electricity Generation by Fuel (TWh),sum,2902.446736
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),coal,2075,Electricity Generation by Fuel (TWh),sum,1245.781456
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),coal,2100,Electricity Generation by Fuel (TWh),sum,847.161576
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),gas,2015,Electricity Generation by Fuel (TWh),sum,1606.595378
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),gas,2025,Electricity Generation by Fuel (TWh),sum,3233.549898
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),gas,2050,Electricity Generation by Fuel (TWh),sum,2623.143234
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),gas,2075,Electricity Generation by Fuel (TWh),sum,2951.958318
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),gas,2100,Electricity Generation by Fuel (TWh),sum,2598.212965
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),geothermal,2015,Electricity Generation by Fuel (TWh),sum,3531.755289
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),geothermal,2025,Electricity Generation by Fuel (TWh),sum,2612.924158
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),geothermal,2050,Electricity Generation by Fuel (TWh),sum,2744.82192
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),geothermal,2075,Electricity Generation by Fuel (TWh),sum,1563.040689
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),geothermal,2100,Electricity Generation by Fuel (TWh),sum,1002.908039
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),hydro,2015,Electricity Generation by Fuel (TWh),sum,4301.070389
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),hydro,2025,Electricity Generation by Fuel (TWh),sum,2163.129095
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),hydro,2050,Electricity Generation by Fuel (TWh),sum,1510.666068
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),hydro,2075,Electricity Generation by Fuel (TWh),sum,1867.953551
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),hydro,2100,Electricity Generation by Fuel (TWh),sum,3032.767295
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),nuclear,2025,Electricity Generation by Fuel (TWh),sum,1355.804839
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),nuclear,2050,Electricity Generation by Fuel (TWh),sum,2164.400199
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),nuclear,2075,Electricity Generation by Fuel (TWh),sum,4191.032764
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),nuclear,2100,Electricity Generation by Fuel (TWh),sum,2355.12241
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),refined liquids,2015,Electricity Generation by Fuel (TWh),sum,1488.361101
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),refined liquids,2025,Electricity Generation by Fuel (TWh),sum,2213.351734
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),refined liquids,2050,Electricity Generation by Fuel (TWh),sum,1069.172213
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),refined liquids,2075,Electricity Generation by Fuel (TWh),sum,2791.046674
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),refined liquids,2100,Electricity Generation by Fuel (TWh),sum,1238.582384
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),solar,2015,Electricity Generation by Fuel (TWh),sum,2720.834101
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),solar,2025,Electricity Generation by Fuel (TWh),sum,1010.102599
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),solar,2050,Electricity Generation by Fuel (TWh),sum,2717.015096
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),solar,2075,Electricity Generation by Fuel (TWh),sum,2396.345591
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),solar,2100,Electricity Generation by Fuel (TWh),sum,2733.492564
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),wind,2015,Electricity Generation by Fuel (TWh),sum,1915.796282
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),wind,2025,Electricity Generation by Fuel (TWh),sum,1956.665527
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),wind,2050,Electricity Generation by Fuel (TWh),sum,972.1669644
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),wind,2075,Electricity Generation by Fuel (TWh),sum,2043.641649
Scenario 3,CA,CA,Electricity Generation by Fuel (TWh),wind,2100,Electricity Generation by Fuel (TWh),sum,1082.265675
Scenario 3,CA,CA,Water Withdrawal by Sector (km3),agriculture,2015,Water Withdrawal by Sector (km3),sum,2953.488034
Scenario 3,CA,CA,Water Withdrawal by Sector (km3),agriculture,2025,Water Withdrawal by Sector (km3),sum,1982.021801
Scenario 3,CA,CA,Water Withdrawal by Sector (km3),agriculture,2050,Water Withdrawal by Sector (km3),sum,1361.855403
Scenario 3,CA,CA,Water Withdrawal by Sector (km3),agriculture,2075,Water Withdrawal by Sector (km3),sum,797.4105353
Scenario 3,CA,CA,Water Withdrawal by Sector (km3),agriculture,2100,Water Withdrawal by Sector (km3),sum,997.4560879
Scenario 3,CA,CA,Water Withdrawal by Sector (km3),desalination,2015,Water Withdrawal by Sector (km3),sum,1209.051583
Scenario 3,CA,CA,Water Withdrawal by Sector (km3),desalination,2025,Water Withdrawal by Sector (km3),sum,2535.57199
Scenario 3,CA,CA,Water Withdrawal by Sector (km3),desalination,2050,Water Withdrawal by Sector (km3),sum,1462.672341
Scenario 3,CA,CA,Water Withdrawal by Sector (km3),desalination,2075,Water Withdrawal by Sector (km3),sum,1695.284145
Scenario 3,CA,CA,Water Withdrawal by Sector (km3),desalination,2100,Water Withdrawal by Sector (km3),sum,2354.260109
Scenario 3,CA,CA,Water Withdrawal by Sector (km3),electricity,2015,Water Withdrawal by Sector (km3),sum,1914.514402
Scenario 3,CA,CA,Water Withdrawal by Sector (km3),electricity,2025,Water Withdrawal by Sector (km3),sum,1870.732649
Scenario 3,CA,CA,Water Withdrawal by Sector (km3),electricity,2050,Water Withdrawal by Sector (km3),sum,3593.037925
Scenario 3,CA,CA,Water Withdrawal by Sector (km3),electricity,2075,Water Withdrawal by Sector (km3),sum,4044.081145
Scenario 3,CA,CA,Water Withdrawal by Sector (km3),electricity,2100,Water Withdrawal by Sector (km3),sum,1133.58325
Scenario 3,CA,CA,Water Withdrawal by Sector (km3),industry,2015,Water Withdrawal by Sector (km3),sum,3911.144578
Scenario 3,CA,CA,Water Withdrawal by Sector (km3),industry,2025,Water Withdrawal by Sector (km3),sum,1162.815265
Scenario 3,CA,CA,Water Withdrawal by Sector (km3),industry,2050,Water Withdrawal by Sector (km3),sum,3830.147526
Scenario 3,CA,CA,Water Withdrawal by Sector (km3),industry,2075,Water Withdrawal by Sector (km3),sum,1529.51903
